"kategori","judul_kategori","golongan_pokok","judul_golongan_pokok","golongan","judul_golongan","subgolongan","judul_subgolongan","kelompok","judul_kelompok"
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01111",Pertanian Jagung
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01112",Pertanian Gandum
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01113",Pertanian Kedelai
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01114",Pertanian Kacang Tanah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01115",Pertanian Kacang Hijau
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01116",Pertanian Aneka Kacang Hortikultura
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01117",Pertanian Biji-bijian Penghasil Minyak Makan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01118",Pertanian Biji-bijian Penghasil Bukan Minyak Makan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0111","Pertanian serealia (bukan padi), aneka kacang dan biji-bijian penghasil minyak","01119","Pertanian Serealia Lainnya, Aneka Kacang dan Biji-Bijian Penghasil Minyak Lainnya"
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0112",Pertanian Padi,"01121",Pertanian Padi Hibrida
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0112",Pertanian Padi,"01122",Pertanian Padi Inbrida
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01131",Pertanian Hortikultura Sayuran Daun
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01132",Pertanian Hortikultura Buah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01133",Pertanian Hortikultura Sayuran Buah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01134",Pertanian Hortikultura Sayuran Umbi
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01135",Pertanian Aneka Umbi Palawija
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01136",Pertanian Jamur
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01137",Pertanian Bit Gula Dan Tanaman Pemanis Bukan Tebu
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0113","Pertanian sayuran, buah dan aneka umbi","01139","Pertanian Sayuran, Buah dan Aneka Umbi Lainnya"
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0114",Perkebunan tebu,"01140",Perkebunan Tebu
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0115",Perkebunan tembakau,"01150",Perkebunan Tembakau
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0116",Pertanian tanaman berserat,"01160",Pertanian Tanaman Berserat
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0119",Pertanian tanaman semusim lainnya,"01191",Pertanian Tanaman Pakan Ternak
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0119",Pertanian tanaman semusim lainnya,"01192",Perbenihan Tanaman Pakan Ternak dan Pembibitan Bit (Bukan Bit Gula)
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0119",Pertanian tanaman semusim lainnya,"01193",Pertanian Tanaman Bunga
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0119",Pertanian tanaman semusim lainnya,"01194",Pertanian Pembibitan Tanaman Bunga
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","011",Pertanian Tanaman Semusim,"0119",Pertanian tanaman semusim lainnya,"01199",Pertanian tanaman semusim lainnya ytdl
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0121",Pertanian Buah Anggur,"01210",Pertanian Buah Anggur
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0122",Pertanian Buah-Buahan Tropis dan Subtropis,"01220",Pertanian Buah-Buahan Tropis dan Subtropis
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0123",Pertanian Buah Jeruk,"01230",Pertanian Buah Jeruk
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0124",Pertanian Buah Apel dan Buah Batu (Pome and Stone Fruits),"01240",Pertanian Buah Apel dan Buah Batu (Pome and Stone Fruits)
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0125",Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,"01251",Pertanian Buah Beri
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0125",Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,"01252",Pertanian Buah Biji Kacang-Kacangan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0125",Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,"01253",Pertanian Sayuran Tahunan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0125",Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya,"01259",Pertanian Buah Semak Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0126",Perkebunan buah-buahan penghasil minyak (oleaginous),"01261",Perkebunan Buah Kelapa
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0126",Perkebunan buah-buahan penghasil minyak (oleaginous),"01262",Perkebunan Buah Kelapa Sawit
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0126",Perkebunan buah-buahan penghasil minyak (oleaginous),"01269",Perkebunan Buah Oleaginous Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0127",Pertanian Tanaman Untuk Bahan Minuman,"01270",Pertanian Tanaman Untuk Bahan Minuman
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01281",Perkebunan Lada
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01282",Perkebunan Cengkeh
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01283",Pertanian Cabai
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01284",Perkebunan Tanaman Aromatik/Penyegar
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01285",Pertanian Tanaman Obat atau Biofarmaka Rimpang
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01286",Pertanian Tanaman Obat atau Biofarmaka Non Rimpang
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01287",Pertanian Tanaman Narkotika dan Tanaman Obat Terlarang
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0128","Perkebunan tanaman rempah-rempah, aromatik/penyegar, narkotik dan obat","01289","Pertanian Tanaman Rempah-Rempah, Aromatik/Penyegar, dan Obat Lainnya"
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0129",Perkebunan tanaman tahunan lainnya,"01291",Perkebunan Karet Dan Tanaman Penghasil Getah Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","012",Pertanian tanaman tahunan,"0129",Perkebunan tanaman tahunan lainnya,"01299",Pertanian Cemara dan Tanaman Tahunan Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","013",Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,"0130",Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,"01301",Pertanian Tanaman Hias 
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","013",Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,"0130",Pertanian Tanaman Hias Dan Pengembangbiakan Tanaman,"01302",Pertanian Pengembangbiakan Tanaman 
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0141",Peternakan sapi dan kerbau,"01411",Pembibitan Dan Budidaya Sapi Potong
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0141",Peternakan sapi dan kerbau,"01412",Pembibitan Dan Budidaya Sapi Perah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0141",Peternakan sapi dan kerbau,"01413",Pembibitan Dan Budidaya Kerbau Potong
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0141",Peternakan sapi dan kerbau,"01414",Pembibitan Dan Budidaya Kerbau Perah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0142",Peternakan kuda dan sejenisnya,"01420",Peternakan Kuda dan Sejenisnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0143",Peternakan unta dan sejenisnya,"01430",Peternakan unta dan sejenisnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0144",Peternakan domba dan kambing,"01441",Pembibitan Dan Budidaya Domba Potong
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0144",Peternakan domba dan kambing,"01442",Pembibitan Dan Budidaya Kambing Potong
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0144",Peternakan domba dan kambing,"01443",Pembibitan Dan Budidaya Kambing Perah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0144",Peternakan domba dan kambing,"01444",Pembibitan Dan Budidaya Domba Perah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0144",Peternakan domba dan kambing,"01445",Produksi Bulu Domba Mentah/Raw Wool
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0145",Peternakan babi,"01450",Peternakan Babi
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01461",Budidaya Ayam Ras Pedaging
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01462",Budidaya Ayam Ras Petelur
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01463",Pembibitan Ayam Lokal dan Persilangannya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01464",Budidaya Ayam Lokal dan Persilangannya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01465",Pembibitan dan Budidaya Itik dan/atau Bebek
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01466",Pembibitan Dan Budidaya Burung Puyuh
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01467",Pembibitan Dan Budidaya Burung Merpati
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01468",Pembibitan Ayam Ras
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0146",Peternakan unggas,"01469",Pembibitan Dan Budidaya Ternak Unggas Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01491",Pembibitan Dan Budidaya Burung Unta
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01492",Pengusahaan Kokon/Kepompong Ulat Sutera
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01493",Pembibitan Dan Budidaya Lebah
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01494",Pembibitan Dan Budidaya Rusa
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01495",Pembibitan Dan Budidaya Kelinci
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01496",Pembibitan Dan Budidaya Cacing
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01497",Pembibitan dan Budidaya Burung Walet
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","014",Peternakan,"0149",Peternakan lainnya,"01499",Pembibitan Dan Budidaya Aneka Ternak Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0161",Jasa penunjang pertanian,"01611",Jasa Pengolahan Lahan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0161",Jasa penunjang pertanian,"01612","Jasa Pemupukan, Penanaman Bibit/Benih Dan Pengendalian Hama dan Gulma"
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0161",Jasa penunjang pertanian,"01613",Jasa Pemanenan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0161",Jasa penunjang pertanian,"01614",Jasa Penyemprotan Dan Penyerbukan Melalui Udara
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0161",Jasa penunjang pertanian,"01619",Jasa Penunjang Pertanian Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0162",Jasa penunjang peternakan,"01621",Jasa Pelayanan Kesehatan Ternak
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0162",Jasa penunjang peternakan,"01622",Jasa Perkawinan Ternak
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0162",Jasa penunjang peternakan,"01623",Jasa Penetasan Telur
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0162",Jasa penunjang peternakan,"01629",Jasa Penunjang Peternakan Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0163",Jasa pasca panen,"01630",Jasa Pasca Panen
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","016",Jasa penunjang pertanian dan pasca panen,"0164",Pemilihan benih tanaman untuk pengembangbiakan,"01640",Pemilihan benih tanaman untuk pengembangbiakan
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0171",Perburuan dan penangkapan satwa liar,"01711",Perburuan dan Penangkapan Primata
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0171",Perburuan dan penangkapan satwa liar,"01712",Perburuan dan Penangkapan Mamalia
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0171",Perburuan dan penangkapan satwa liar,"01713",Perburuan dan Penangkapan Reptil
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0171",Perburuan dan penangkapan satwa liar,"01714",Perburuan dan Penangkapan Burung
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0171",Perburuan dan penangkapan satwa liar,"01715",Perburuan dan Penangkapan Insekta
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0171",Perburuan dan penangkapan satwa liar,"01719",Perburuan dan Penangkapan Satwa Liar Lainnya
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01721",Penangkaran Primata
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01722",Penangkaran Mamalia
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01723",Penangkaran Reptil
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01724",Penangkaran Burung
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01725",Penangkaran Insekta
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01726",Penangkaran Anggrek
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01727",Penangkaran Ikan dan Coral/karang
A,"Pertanian, Kehutanan dan Perikanan","01","Pertanian Tanaman, Peternakan, Perburuan dan Kegiatan YBDI","017","Perburuan, penangkapan dan penangkaran tumbuhan/ satwa liar","0172",Penangkaran Tumbuhan/Satwa Liar,"01729",Penangkaran Tumbuhan/Satwa Liar Lainnya
A,"Pertanian, Kehutanan dan Perikanan","02",Pengelolaan Kehutanan dan Penebangan,"021",Pengelolaan Hutan,"0211",Pemanfaatan Hutan Tanaman,"02111",Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi
A,"Pertanian, Kehutanan dan Perikanan","02",Pengelolaan Kehutanan dan Penebangan,"021",Pengelolaan Hutan,"0211",Pemanfaatan Hutan Tanaman,"02112",Pemanfaatan kayu hutan tanaman hasil rehabilitasi pada hutan produksi
A,"Pertanian, Kehutanan dan Perikanan","02",Pengelolaan Kehutanan dan Penebangan,"021",Pengelolaan Hutan,"0211",Pemanfaatan Hutan Tanaman,"02113",Pemanfaatan kayu hutan tanaman rakyat
A,"Pertanian, Kehutanan dan Perikanan","02",Pengelolaan Kehutanan dan Penebangan,"021",Pengelolaan Hutan,"0211",Pemanfaatan Hutan Tanaman,"02119",Pemanfaatan kayu hutan tanaman lainnya
A,"Pertanian, Kehutanan dan Perikanan","02",Pengelolaan Kehutanan dan Penebangan,"021",Pengelolaan Hutan,"0212",Pemanfaatan Hutan Alam,"02121",Pemanfaatan Kayu Hutan Alam
A,"Pertanian, Kehutanan dan Perikanan","02",Pengelolaan Kehutanan dan Penebangan,"021",Pengelolaan Hutan,"0212",Pemanfaatan Hutan Alam,"02122",Pemanfaatan kayu hasil restorasi ekosistem pada hutan alam
