"kategori","judul_kategori","golongan_pokok","judul_golongan_pokok","golongan","judul_golongan","subgolongan","judul_subgolongan","kelompok","judul_kelompok"
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08102",Penggalian Batu Kapur/Gamping
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08103",Penggalian Kerikil/Sirtu
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08104",Penggalian Pasir
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08105",Penggalian Tanah dan Tanah Liat
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08106",Penggalian Gips
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08107",Penggalian Tras
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08108",Penggalian Batu Apung
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"081","Penggalian batu, pasir dan tanah liat","0810","Penggalian batu, pasir dan tanah liat","08109","Penggalian batu, pasir dan tanah liat lainnya"
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0891","Pertambangan mineral, bahan kimia dan bahan pupuk","08911",Pertambangan Belerang
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0891","Pertambangan mineral, bahan kimia dan bahan pupuk","08912",Pertambangan Fosfat
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0891","Pertambangan mineral, bahan kimia dan bahan pupuk","08913",Pertambangan Nitrat
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0891","Pertambangan mineral, bahan kimia dan bahan pupuk","08914",Pertambangan Yodium
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0891","Pertambangan mineral, bahan kimia dan bahan pupuk","08915",Pertambangan Potash (Kalium Karbonat)
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0891","Pertambangan mineral, bahan kimia dan bahan pupuk","08919","Pertambangan Mineral, Bahan Kimia Dan Bahan Pupuk Lainnya"
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0892",Ekstraksi tanah gemuk (peat),"08920",Ekstraksi Tanah Gemuk (Peat)
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0893",Ekstraksi garam,"08930",Ekstraksi Garam
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0899",Pertambangan dan penggalian lainnya ytdl,"08991",Pertambangan Batu Mulia
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0899",Pertambangan dan penggalian lainnya ytdl,"08992",Penggalian Feldspar dan Kalsit
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0899",Pertambangan dan penggalian lainnya ytdl,"08993",Pertambangan Aspal Alam
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0899",Pertambangan dan penggalian lainnya ytdl,"08994",Penggalian Asbes
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0899",Pertambangan dan penggalian lainnya ytdl,"08995",Penggalian Kuarsa/Pasir Kuarsa
B,Pertambangan dan Penggalian,"08",Pertambangan dan Penggalian Lainnya,"089",Pertambangan dan penggalian lainnya ytdl,"0899",Pertambangan dan penggalian lainnya ytdl,"08999",Pertambangan Dan Penggalian Lainnya Ytdl
B,Pertambangan dan Penggalian,"09",Aktivitas Jasa Penunjang Pertambangan,"091",Aktivitas Penunjang Pertambangan Minyak Bumi dan Gas Alam,"0910",Aktivitas Penunjang pertambangan minyak bumi dan gas alam,"09100",Aktivitas Penunjang Pertambangan Minyak Bumi Dan Gas Alam
B,Pertambangan dan Penggalian,"09",Aktivitas Jasa Penunjang Pertambangan,"099",Aktivitas Penunjang pertambangan dan penggalian lainnya,"0990",Aktivitas Penunjang pertambangan dan penggalian lainnya,"09900",Aktivitas Penunjang pertambangan dan penggalian lainnya
C,Industri Pengolahan,"10",Industri Makanan,"101",Industri pengolahan dan pengawetan daging,"1011",Kegiatan Rumah Potong dan Pengepakan Daging Bukan Unggas,"10110",Kegiatan Rumah Potong Dan Pengepakan Daging Bukan Unggas
C,Industri Pengolahan,"10",Industri Makanan,"101",Industri pengolahan dan pengawetan daging,"1012",Kegiatan Rumah Potong dan Pengepakan Daging Unggas,"10120",Kegiatan Rumah Potong Dan Pengepakan Daging Unggas
C,Industri Pengolahan,"10",Industri Makanan,"101",Industri pengolahan dan pengawetan daging,"1013",Industri Pengolahan dan Pengawetan Produk Daging dan Daging Unggas,"10130",Industri Pengolahan dan Pengawetan Produk Daging dan Daging Unggas
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10211",Industri Penggaraman/Pengeringan Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10212",Industri Pengasapan/Pemanggangan Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10213",Industri Pembekuan Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10214",Industri Pemindangan Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10215",Industri Peragian/Fermentasi Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10216",Industri Berbasis Daging Lumatan Dan Surimi
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10217",Industri Pendinginan/Pengesan Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1021",Industri Pengolahan dan Pengawetan Ikan dan Produk Ikan,"10219",Industri Pengolahan Dan Pengawetan Lainnya untuk Ikan
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1022",Industri Pengolahan dan Pengawetan Ikan dan biota air Dalam Kaleng,"10221",Industri Pengolahan dan Pengawetan Ikan dan Biota Air  (Bukan Udang) Dalam Kaleng
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1022",Industri Pengolahan dan Pengawetan Ikan dan biota air Dalam Kaleng,"10222",Industri Pengolahan dan Pengawetan Udang Dalam Kaleng
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10291",Industri Penggaraman/Pengeringan Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10292",Industri Pengasapan/Pemanggangan Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10293",Industri Pembekuan Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10294",Industri Pemindangan Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10295",Industri Peragian/Fermentasi Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10296",Industri Berbasis Lumatan Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10297",Industri Pendinginan/Pengesan Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10298",Industri pengolahan rumput laut
C,Industri Pengolahan,"10",Industri Makanan,"102",Industri pengolahan dan pengawetan ikan dan biota air,"1029",Industri Pengolahan dan Pengawetan Biota Air Lainnya,"10299",Industri Pengolahan Dan Pengawetan Lainnya untuk Biota Air Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1031","Industri Pengolahan dan Pengawetan Buah-buahan dan Sayuran dengan cara diasinkan, dilumatkan, dikeringkan dan dibekukan","10311",Industri Pengasinan Buah-buahan Dan Sayuran
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1031","Industri Pengolahan dan Pengawetan Buah-buahan dan Sayuran dengan cara diasinkan, dilumatkan, dikeringkan dan dibekukan","10312",Industri Pelumatan Buah-buahan Dan Sayuran
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1031","Industri Pengolahan dan Pengawetan Buah-buahan dan Sayuran dengan cara diasinkan, dilumatkan, dikeringkan dan dibekukan","10313",Industri Pengeringan Buah-buahan Dan Sayuran
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1031","Industri Pengolahan dan Pengawetan Buah-buahan dan Sayuran dengan cara diasinkan, dilumatkan, dikeringkan dan dibekukan","10314",Industri Pembekuan Buah-buahan Dan Sayuran
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1032",Industri Pengolahan dan Pengawetan Buah-buahan dan Sayuran Dalam Kaleng,"10320",Industri Pengolahan dan Pengawetan Buah-buahan dan Sayuran Dalam Kaleng
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1033",Industri Pengolahan Sari Buah dan Sayuran,"10330",Industri Pengolahan Sari Buah Dan Sayuran
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1039",Industri Pengolahan dan Pengawetan Lainnya Buah-buahan dan Sayuran,"10391",Industri Tempe Kedelai
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1039",Industri Pengolahan dan Pengawetan Lainnya Buah-buahan dan Sayuran,"10392",Industri Tahu Kedelai
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1039",Industri Pengolahan dan Pengawetan Lainnya Buah-buahan dan Sayuran,"10393",Industri Pengolahan dan Pengawetan Kedelai dan Kacang-kacangan Lainnya Selain Tahu dan Tempe
C,Industri Pengolahan,"10",Industri Makanan,"103",Industri pengolahan dan pengawetan buah-buahan dan sayuran,"1039",Industri Pengolahan dan Pengawetan Lainnya Buah-buahan dan Sayuran,"10399",Industri Pengolahan dan Pengawetan Lainnya Buah-buahan Dan Sayuran Bukan Kacang-kacangan
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1041",Industri Minyak dan Lemak Nabati dan Hewani (Bukan Kelapa dan Kelapa Sawit),"10411",Industri Minyak Mentah dan Lemak Nabati
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1041",Industri Minyak dan Lemak Nabati dan Hewani (Bukan Kelapa dan Kelapa Sawit),"10412",Industri Margarine
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1041",Industri Minyak dan Lemak Nabati dan Hewani (Bukan Kelapa dan Kelapa Sawit),"10413",Industri Minyak Mentah Dan Lemak Hewani Selain Ikan
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1041",Industri Minyak dan Lemak Nabati dan Hewani (Bukan Kelapa dan Kelapa Sawit),"10414",Industri Minyak Ikan
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1041",Industri Minyak dan Lemak Nabati dan Hewani (Bukan Kelapa dan Kelapa Sawit),"10415",Industri Minyak Goreng Bukan Minyak Kelapa Dan Minyak Kelapa Sawit
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1042","Industri Kopra, Minyak Mentah dan Minyak Goreng Kelapa, dan Pelet Kelapa","10421",Industri Kopra
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1042","Industri Kopra, Minyak Mentah dan Minyak Goreng Kelapa, dan Pelet Kelapa","10422",Industri Minyak Mentah Kelapa
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1042","Industri Kopra, Minyak Mentah dan Minyak Goreng Kelapa, dan Pelet Kelapa","10423",Industri Minyak Goreng Kelapa
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1042","Industri Kopra, Minyak Mentah dan Minyak Goreng Kelapa, dan Pelet Kelapa","10424",Industri Pelet Kelapa
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10431",Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil)
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10432",Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil)
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10433",Industri Pemisahan/Fraksinasi Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10434",Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10435",Industri Pemisahan/Fraksinasi Minyak Murni Kelapa Sawit
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10436",Industri Pemisahan/Fraksinasi Minyak Murni Inti Kelapa Sawit
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1043",Industri Minyak Mentah/Murni Kelapa Sawit (Crude Palm Oil) Dan Minyak Goreng Kelapa Sawit,"10437",Industri Minyak Goreng Kelapa Sawit
C,Industri Pengolahan,"10",Industri Makanan,"104",Industri minyak dan lemak nabati dan hewani,"1049",Industri Minyak Mentah dan Lemak Nabati dan Hewani Lainnya,"10490",Industri Minyak Mentah Dan Lemak Nabati Dan Hewani Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"105","Industri pengolahan susu, produk dari susu dan es krim","1051",Industri Pengolahan Susu Segar dan Krim,"10510",Industri Pengolahan Susu Segar dan Krim
C,Industri Pengolahan,"10",Industri Makanan,"105","Industri pengolahan susu, produk dari susu dan es krim","1052",Industri Pengolahan Susu Bubuk dan Susu Kental,"10520",Industri Pengolahan Susu Bubuk dan Susu Kental
C,Industri Pengolahan,"10",Industri Makanan,"105","Industri pengolahan susu, produk dari susu dan es krim","1053",Industri Pengolahan Es Krim dan Sejenisnya,"10531",Industri Pengolahan Es Krim
C,Industri Pengolahan,"10",Industri Makanan,"105","Industri pengolahan susu, produk dari susu dan es krim","1053",Industri Pengolahan Es Krim dan Sejenisnya,"10532",Industri Pengolahan Es Sejenisnya Yang Dapat Dimakan (Bukan Es Batu dan Es Balok)
C,Industri Pengolahan,"10",Industri Makanan,"105","Industri pengolahan susu, produk dari susu dan es krim","1059",Industri Pengolahan Produk dari Susu Lainnya,"10590",Industri Pengolahan Produk dari Susu Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1061",Industri Penggilingan Serelia dan Biji-bijian Lainnya (Bukan Beras dan Jagung),"10611",Industri Penggilingan Gandum dan Serelia Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1061",Industri Penggilingan Serelia dan Biji-bijian Lainnya (Bukan Beras dan Jagung),"10612",Industri Penggilingan Aneka Kacang (Termasuk leguminous)
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1061",Industri Penggilingan Serelia dan Biji-bijian Lainnya (Bukan Beras dan Jagung),"10613",Industri Penggilingan Aneka  Umbi Dan Sayuran (Termasuk Rhizoma)
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1061",Industri Penggilingan Serelia dan Biji-bijian Lainnya (Bukan Beras dan Jagung),"10614",Industri Tepung Campuran dan Adonan Tepung
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1061",Industri Penggilingan Serelia dan Biji-bijian Lainnya (Bukan Beras dan Jagung),"10615",Industri Makanan Sereal
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1061",Industri Penggilingan Serelia dan Biji-bijian Lainnya (Bukan Beras dan Jagung),"10616",Industri Tepung Terigu
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1062",Industri Pati dan Produk Pati (Bukan Beras dan Jagung),"10621",Industri Pati Ubi Kayu
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1062",Industri Pati dan Produk Pati (Bukan Beras dan Jagung),"10622",Industri Berbagai Macam Pati Palma
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1062",Industri Pati dan Produk Pati (Bukan Beras dan Jagung),"10623",Industri Glukosa Dan Sejenisnya
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1062",Industri Pati dan Produk Pati (Bukan Beras dan Jagung),"10629",Industri Pati dan Produk Pati Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1063",Industri Penggilingan Beras dan Jagung dan Industri Tepung Beras dan Jagung,"10631",Industri Penggilingan Padi Dan Penyosohan Beras
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1063",Industri Penggilingan Beras dan Jagung dan Industri Tepung Beras dan Jagung,"10632",Industri Penggilingan Dan Pembersihan Jagung
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1063",Industri Penggilingan Beras dan Jagung dan Industri Tepung Beras dan Jagung,"10633",Industri Tepung Beras Dan Tepung Jagung
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1063",Industri Penggilingan Beras dan Jagung dan Industri Tepung Beras dan Jagung,"10634",Industri Pati Beras dan Jagung
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1063",Industri Penggilingan Beras dan Jagung dan Industri Tepung Beras dan Jagung,"10635",Industri Pemanis dari Beras dan Jagung
C,Industri Pengolahan,"10",Industri Makanan,"106","Industri penggilingan padi-padian, tepung dan pati","1063",Industri Penggilingan Beras dan Jagung dan Industri Tepung Beras dan Jagung,"10636",Industri Minyak Dari Jagung dan Beras
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1071",Industri Produk Roti dan Kue,"10710",Industri Produk Roti Dan Kue
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1072",Industri Gula,"10721",Industri Gula Pasir
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1072",Industri Gula,"10722",Industri Gula Merah
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1072",Industri Gula,"10723",Industri Sirop
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1072",Industri Gula,"10729",Industri Pengolahan Gula Lainnya Bukan Sirop
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1073","Industri Kakao, Cokelat dan Kembang gula","10731",Industri Kakao
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1073","Industri Kakao, Cokelat dan Kembang gula","10732",Industri Makanan Dari Cokelat Dan Kembang Gula dari Coklat
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1073","Industri Kakao, Cokelat dan Kembang gula","10733",Industri Manisan Buah-buahan Dan Sayuran Kering
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1073","Industri Kakao, Cokelat dan Kembang gula","10734",Industri Kembang Gula 
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1073","Industri Kakao, Cokelat dan Kembang gula","10739",Industri Kembang Gula Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1074","Industri Makaroni, Mie dan Produk Sejenisnya","10740","Industri Makaroni, Mie Dan Produk Sejenisnya"
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1075",Industri Makanan dan Masakan Olahan,"10750",Industri Makanan dan Masakan Olahan
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1076","Industri Pengolahan Kopi, Teh dan Herbal (Herb infusion)","10761",Industri Pengolahan Kopi
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1076","Industri Pengolahan Kopi, Teh dan Herbal (Herb infusion)","10762",Industri Pengolahan Herbal (herb infusion)
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1076","Industri Pengolahan Kopi, Teh dan Herbal (Herb infusion)","10763",Industri Pengolahan Teh
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1077",Industri Bumbu-bumbuan dan Produk Masak Lainnya,"10771",Industri Kecap
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1077",Industri Bumbu-bumbuan dan Produk Masak Lainnya,"10772",Industri Bumbu Masak Dan Penyedap Masakan
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1077",Industri Bumbu-bumbuan dan Produk Masak Lainnya,"10773",Industri Produk Masak Dari Kelapa
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1077",Industri Bumbu-bumbuan dan Produk Masak Lainnya,"10774",Industri Pengolahan Garam
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1077",Industri Bumbu-bumbuan dan Produk Masak Lainnya,"10779",Industri Produk Masak  Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10791",Industri Makanan Bayi
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10792",Industri Kue Basah
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10793","Industri Makanan Dari Kedele Dan Kacang-kacangan Lainnya Bukan Kecap, Tempe Dan Tahu"
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10794","Industri Kerupuk, Keripik, Peyek Dan Sejenisnya"
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10795",Industri Krimer Nabati
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10796",Industri Dodol
C,Industri Pengolahan,"10",Industri Makanan,"107",Industri makanan lainnya,"1079",Industri Produk Makanan Lainnya,"10799",Industri Produk Makanan Lainnya
C,Industri Pengolahan,"10",Industri Makanan,"108",Industri makanan hewan,"1080",Industri Makanan Hewan,"10801",Industri Ransum Makanan Hewan
C,Industri Pengolahan,"10",Industri Makanan,"108",Industri makanan hewan,"1080",Industri Makanan Hewan,"10802",Industri Konsentrat Makanan Hewan
C,Industri Pengolahan,"11",Industri Minuman,"110",Industri Minuman,"1101",Industri Minuman Beralkohol Hasil Destilasi,"11010",Industri Minuman Beralkohol Hasil Destilasi
C,Industri Pengolahan,"11",Industri Minuman,"110",Industri Minuman,"1102","Industri Minuman Beralkohol Hasil Fermentasi Anggur dan Hasil Pertanian Lainnya
","11020","Industri Minuman Beralkohol Hasil Fermentasi Anggur dan Hasil Pertanian Lainnya
"
C,Industri Pengolahan,"11",Industri Minuman,"110",Industri Minuman,"1103","Industri Minuman Beralkohol Hasil Fermentasi Malt dan Industri Malt
","11031",Industri Minuman Beralkohol Hasil Fermentasi Malt 
C,Industri Pengolahan,"11",Industri Minuman,"110",Industri Minuman,"1103","Industri Minuman Beralkohol Hasil Fermentasi Malt dan Industri Malt
","11032",Industri Malt
C,Industri Pengolahan,"11",Industri Minuman,"110",Industri Minuman,"1104",Industri Minuman Ringan,"11040",Industri Minuman Ringan
